u_idx,v_idx,actual,pred
923,291,1.5,4.826069
923,1328,2.5,3.7290845
929,673,4.0,3.6582265
930,2749,3.0,3.7497346
931,530,3.5,3.766294
931,558,4.5,4.829782
931,720,5.0,4.828644
931,1595,4.5,3.5379333
931,1932,5.0,3.4967039
931,1973,4.5,3.0061226
936,2340,4.5,3.3322976
937,13,5.0,3.2654903
937,930,5.0,3.898076
937,1464,4.0,3.8536282
937,1756,1.0,3.5780928
937,2080,3.5,3.4039457
937,2162,3.0,4.6932163
939,41,4.5,3.8296938
939,548,5.0,4.0267887
939,641,4.5,4.157921
940,368,3.5,3.9469182
943,1493,4.0,3.8172736
943,2124,4.0,3.7901473
946,182,3.0,3.96258
947,563,3.0,4.2142496
950,307,4.0,4.270858
954,978,3.5,4.093121
957,21,5.0,3.7927938
959,463,4.5,3.951789
959,588,4.5,3.6219153
961,242,5.0,3.6546404
961,760,5.0,3.8212976
961,1024,4.5,3.6514578
961,1524,4.5,3.8085802
961,2974,4.0,3.4761505
962,420,3.5,3.8576381
967,938,3.5,3.947819
967,2322,1.5,3.5056677
972,213,0.5,3.5632553
972,2367,4.5,3.6723435
973,72,3.5,3.765983
977,895,1.5,3.8482444
979,264,5.0,3.4249148
984,104,0.5,3.7817917
988,139,2.0,3.8668017
995,445,4.5,3.56146
995,1459,5.0,4.0621753
1002,137,4.0,2.6087174
1002,626,3.5,3.9648738
1002,632,3.5,4.3708706
1004,644,5.0,3.7043633
1005,2118,1.5,3.5451493
1009,25,3.0,3.7268848
1009,454,5.0,4.525189
1009,589,3.0,4.561146
1009,1680,4.0,4.344942
1009,1942,1.5,3.6028383
1009,1964,4.0,3.8190322
1013,1050,5.0,4.2365007
1016,1448,4.0,4.257531
1016,1926,4.0,4.2504816
1016,1969,3.0,4.3697104
1016,2765,3.0,4.461752
1017,78,2.0,4.348227
1017,263,3.0,4.248024
1021,374,3.5,3.942954
1021,512,1.0,4.0188904
1021,2301,3.5,4.720893
1022,1549,2.5,3.0549436
1022,1695,3.5,3.6075106
1022,2048,3.5,4.480161
1023,1954,5.0,4.5709457
1027,293,4.0,3.2608135
1036,904,5.0,3.6006174
1037,1365,4.0,3.6007295
1037,1689,3.5,3.7371573
1039,440,4.0,2.7426724
1039,688,3.5,3.3439412
1039,1593,5.0,3.657215
1041,450,4.0,4.327032
1045,1635,5.0,3.9881287
1046,170,2.0,3.3831363
1046,201,3.0,2.3367584
1046,218,3.0,2.2695203
1046,220,3.0,2.2436802
1046,232,3.5,2.204576
1046,485,3.5,3.6172185
1046,505,2.0,3.5002198
1046,587,3.0,4.637083
1046,612,2.0,4.628002
1046,642,0.5,2.973894
1046,846,1.5,4.1362634
1046,1126,3.5,4.0515633
1046,1199,3.5,3.6523561
1046,2086,3.0,3.2451067
1047,283,1.0,3.5031147
1048,114,4.5,3.240902
1048,187,5.0,3.2754447
1048,207,4.5,3.3078117
1049,716,3.5,3.1893
1049,2469,4.5,4.8027444
1049,2685,4.0,4.897211
1053,240,3.5,4.8330364
1053,429,3.5,4.905018
1055,994,4.0,4.8491983
1057,144,5.0,4.9101152
1059,280,3.5,4.942902
1059,993,2.0,3.0512674
1060,145,5.0,2.976547
1060,478,5.0,3.1141422
1060,2639,5.0,3.9111257
1062,872,3.0,3.700254
1062,1542,3.5,4.033782
1063,416,1.5,3.228003
1063,668,1.0,3.1456842
1063,1895,1.5,2.8794785
1063,2618,3.5,3.8121905
1068,471,3.0,4.269577
1068,1100,5.0,3.9466696
1069,118,3.5,3.7611983
1069,317,3.0,3.9571815
1069,2129,3.5,4.0756927
1073,1857,3.5,3.8899488
1074,2699,3.5,3.8227224
1078,1012,1.0,4.040979
1084,1817,5.0,3.529963
1087,545,3.0,3.3812945
1087,2735,3.5,4.9186163
1089,488,5.0,4.8644714
1089,2968,5.0,4.9580393
1096,149,3.0,3.8673873
1102,203,1.0,4.0922365
1102,1524,4.5,4.5022764
1102,1798,2.5,4.3219504
1104,182,1.5,4.1942215
1104,1054,4.0,1.3922365
1104,1107,4.0,3.7364428
1104,1767,4.0,3.659253
1107,598,5.0,3.806703
1109,751,5.0,3.2025867
1109,1319,5.0,3.5020003
1112,1229,3.5,4.459648
1112,1240,4.0,3.0504322
1115,1885,4.0,3.1912723
1115,2109,3.5,3.0625353
1118,807,5.0,3.2312536
1119,772,4.5,3.1941285
1119,1048,4.5,2.9704201
1120,473,1.0,3.0721269
1124,908,3.5,2.9853692
1124,1558,4.5,3.5271368
1126,1900,5.0,3.46833
1126,1949,5.0,3.4778786
1127,743,4.5,3.6711245
1130,498,5.0,3.6618004
1133,2250,4.0,3.9149776
1134,241,2.5,3.620818
1136,368,1.0,4.447899
1140,143,4.0,3.007265
1140,1142,5.0,3.1136365
1140,2746,5.0,3.0911257
1142,1462,4.0,3.2182412
1143,869,4.0,3.1280837
1143,1750,4.0,3.2407181
1145,607,3.5,3.8636756
1145,1250,5.0,3.8200684
1148,87,2.0,3.9701114
1148,2268,3.5,3.8551505
1149,654,4.5,3.2054973
1154,616,5.0,3.197765
1154,847,3.0,3.2583873
1154,1063,4.0,3.1895094
1154,2822,3.5,3.4166665
1156,805,4.5,3.4813333
1156,890,5.0,3.6645362
1158,1209,3.0,3.5141416
1164,2435,4.0,3.4138038
1170,370,5.0,3.428727
1170,1132,3.0,2.898972
1170,1206,4.5,3.3843498
1170,1716,3.5,3.385973
1170,2032,3.5,3.629528
1170,2554,4.0,3.1301084
1172,99,3.5,3.4788132
1172,1482,3.5,3.6802244
1174,457,5.0,3.9721684
1174,878,5.0,3.6753016
1174,1016,5.0,4.7479672
1176,1842,1.5,3.7971087
1177,484,3.5,3.3443725
1181,553,4.0,3.5800483
1181,1045,4.5,3.5416188
1186,82,3.5,3.586234
1191,927,5.0,3.450408
1191,1956,4.5,3.513365
1193,34,5.0,4.5250783
1194,1117,5.0,4.2794456
1198,212,4.0,3.466632
1198,292,3.0,3.2804189
1198,630,3.0,3.0847785
1198,2138,3.5,3.6779342
1198,2551,3.0,3.8506083
1198,2553,3.0,3.1952362
1198,2819,3.0,2.9645011
1201,1603,5.0,4.404439
1205,1410,5.0,3.8019676
1205,2574,4.5,2.960578
1207,318,5.0,3.0590074
1207,528,4.0,3.4563367
1207,588,4.0,3.6807122
1207,802,4.0,3.7621918
1207,1111,3.5,3.0272331
1210,2430,4.5,4.6294756
1210,2454,4.5,4.47209
1213,303,3.5,4.0793285
1217,751,4.5,3.9611864
1218,204,3.0,4.235525
1218,1373,2.0,3.8885498
1219,73,4.0,3.976572
1219,1355,5.0,4.174338
1219,2397,4.0,4.0656176
1221,1232,3.5,3.797336
1222,508,3.0,3.440308
1223,755,3.5,3.8028326
1225,1095,3.0,4.360917
1225,2619,4.0,4.7616816
1228,853,3.5,3.7766614
1228,1215,4.0,3.6639605
1229,282,3.5,3.6490076
1230,160,4.0,4.603393
1230,1304,4.0,3.5288002
1233,276,3.0,3.5139647
1235,79,1.0,3.2394328
1235,958,2.0,4.9264073
1235,1345,4.0,4.1528473
1235,1382,3.0,4.1389112
1235,1385,3.0,3.9974234
1235,2199,2.0,4.3031893
1235,2625,2.5,4.0209217
1242,654,5.0,4.7872686
1245,372,4.0,4.7465367
1246,703,5.0,4.7363276
1246,743,5.0,4.734331
1248,2198,3.5,3.421081
1250,1246,2.5,3.4252877
1250,1273,3.5,3.5949814
1250,2987,3.5,3.634102
1252,172,3.5,4.536745
1252,1121,2.5,3.9009643
1252,2285,3.5,3.8114035
1255,1863,4.5,4.196812
1256,604,4.5,3.7115989
1259,124,5.0,3.794526
1261,169,3.0,4.702841
1264,977,4.5,4.1294737
1264,2387,3.0,4.711445
1264,2809,4.5,4.349841
1266,939,2.5,4.239781
1270,100,5.0,3.9834597
1270,567,5.0,3.9310617
1275,770,4.0,4.0334034
1277,2405,5.0,3.991041
1277,2683,4.0,3.5270016
1277,2758,3.5,3.5688121
1277,2863,5.0,3.941498
1277,2907,3.5,3.9491224
1279,66,3.5,3.9811854
1287,2838,3.0,4.0727262
1288,534,4.0,3.64262
1290,126,3.5,3.7914753
1290,1749,3.5,3.70843
1291,2881,3.5,3.738594
1294,102,2.5,4.278037
1294,399,0.5,4.4538054
1294,463,3.5,4.086904
1294,523,3.0,4.155589
1294,536,3.0,4.3016825
1294,657,1.0,4.383481
1294,804,1.0,4.1444464
1294,827,1.5,4.39047
1294,1390,1.0,4.167296
1294,1661,3.0,4.02323
1294,1866,2.0,3.6273746
1294,2378,1.0,3.804723
1294,2380,3.0,3.7822046
1294,2663,5.0,3.193413
1295,258,4.0,3.229172
1295,259,5.0,3.218137
1295,1438,5.0,3.1793017
1295,1711,4.5,3.283183
1295,2904,4.5,3.5370924
1296,213,3.5,3.6347585
1296,251,2.0,4.045163
1296,418,0.5,3.703257
1296,511,3.5,3.8866825
1296,857,2.5,4.0389776
1296,2752,4.0,3.6969976
1302,890,4.5,3.9485457
1304,706,3.5,2.7521157
1307,578,3.0,2.6217208
1311,758,3.5,2.6058564
1311,1493,4.5,3.384275
1314,1388,4.5,3.4890351
1316,177,5.0,3.5913205
1316,399,5.0,3.4374847
1316,2022,4.5,3.3769507
1317,1954,5.0,3.589077
1319,84,3.0,3.3909972
1319,111,5.0,3.2781928
1319,125,4.0,3.457831
1319,246,2.0,3.0428128
1319,417,4.0,4.905119
1319,449,4.0,4.870199
1319,748,3.5,4.820146
1319,1381,4.0,3.123303
1321,1539,5.0,3.1466298
1325,1305,5.0,3.1326215
1325,1496,3.0,2.7664418
1326,709,4.0,2.9927568
1326,1365,4.0,3.136485
1326,1428,4.0,2.9739318
1326,1485,4.0,3.9485078
1326,1600,3.0,3.88973
1326,1900,4.0,3.9622777
1328,222,3.0,3.637833
1328,451,2.0,3.8527095
1328,1284,3.0,3.7517052
1328,1892,3.0,3.299409
1328,1901,2.0,3.6945782
1328,2106,3.0,3.7896955
1328,2470,4.0,2.874642
1330,28,1.0,2.9426036
1330,1244,5.0,2.9498446
1330,1908,5.0,3.1297865
1332,2689,3.5,3.0731678
1333,99,1.0,2.9530222
1333,160,3.5,3.407516
1333,267,3.0,2.9201875
1333,675,4.0,4.4773145
1333,1082,1.5,4.514316
1333,1817,3.0,4.50357
1333,2178,3.5,4.3877516
1333,2473,3.5,3.9467392
1333,2978,4.5,3.2327561
1335,349,2.0,3.188467
1335,892,0.5,3.5983086
1335,1596,2.5,3.0879488
1338,686,4.0,4.26444
1340,333,3.5,2.9360383
1340,465,4.5,2.7970002
1340,784,5.0,2.9618464
1340,876,4.5,2.8069818
1340,1423,4.0,2.9247255
1340,1583,3.5,3.219842
1340,2413,5.0,3.9374123
1341,36,3.5,4.1758995
1341,221,3.0,4.1506667
1341,352,3.0,4.071948
1341,888,4.5,4.2075543
1341,1923,3.0,2.9126196
1342,63,3.5,2.692721
1342,1184,4.0,2.6856737
1343,2839,4.5,2.7006292
1344,237,4.5,2.6181138
1345,425,4.0,2.7141643
1345,940,5.0,2.7160585
1345,1666,5.0,2.8470736
1345,2752,3.5,2.5886486
1348,118,2.0,2.774509
1348,153,3.5,2.6613188
1348,521,5.0,2.6841438
1348,718,5.0,2.7080522
1348,2282,3.5,2.604525
1349,252,3.5,3.583433
1349,287,4.0,3.2407198
1349,1062,3.5,3.3833253
1349,2665,4.0,3.8219535
1352,767,4.5,3.2292023
1352,1745,3.5,2.9619706
1353,2068,4.5,3.3882046
1355,1925,3.0,3.7423186
1357,1845,5.0,3.2623374
1358,938,2.0,3.3237286
1363,281,5.0,4.4681177
1363,443,5.0,3.9523568
1363,1444,5.0,4.0155187
1363,2532,5.0,3.752836
1364,190,4.0,3.1538756
1364,1812,4.0,4.574099
1364,2046,4.0,4.438795
1366,8,5.0,4.461461
1371,1946,4.5,2.7079697
1372,162,4.5,4.3201303
1372,435,4.0,3.4804397
1372,740,4.5,3.78377
1372,2187,3.5,3.2600107
1372,2477,4.5,3.2385502
1373,10,5.0,3.2321076
1375,373,2.0,2.8158789
1375,442,4.0,2.975893
1379,1064,4.5,3.0313592
1380,759,2.5,3.9215617
1382,1012,5.0,4.306426
1382,1691,5.0,4.406822
1382,1752,5.0,3.3081217
1382,2546,5.0,4.089223
1386,1048,4.0,2.856831
1387,175,5.0,2.9900527
1387,1190,4.0,3.175074
1387,1980,4.0,2.9133482
1392,2722,5.0,2.7693172
1393,1910,5.0,2.9391322
1395,976,3.0,2.7971697
1402,354,3.5,3.3587902
1405,212,3.0,3.5416832
1406,2794,3.5,3.5474465
1408,281,4.0,3.345165
1408,775,2.0,3.2561789
1408,1664,3.0,3.1758637
1409,2455,5.0,3.3958926
1410,2727,5.0,3.317909
1414,1262,3.5,3.587499
1414,2071,3.0,3.7093039
1415,488,4.5,3.1642122
1416,1411,2.5,4.2387877
1416,2501,5.0,4.4145117
1418,579,5.0,4.348128
1418,1053,4.0,2.6422572
1418,1420,4.5,2.806064
1418,1609,5.0,3.8187065
1418,2681,4.5,4.2150154
1420,592,5.0,4.0055227
1420,2152,5.0,3.9730444
1421,499,2.0,3.4446797
1426,1281,4.0,3.563501
1426,1501,2.0,3.594007
1426,1756,2.5,3.5323088
1434,329,3.0,3.5484028
1434,2913,5.0,4.5407696
1435,1215,4.5,4.70515
1437,9,4.0,4.491516
1440,1312,3.0,2.9964063
1440,1470,2.0,3.105308
1440,2800,4.5,3.1362753
1447,372,4.5,3.0350552
1450,2207,3.5,2.9775972
1454,1698,2.5,2.9918108
1454,2610,2.5,3.2042317
1464,2,4.5,4.7530627
1464,897,5.0,3.6230226
1465,91,1.5,4.6732817
1465,100,4.0,4.679007
1465,173,4.0,3.4891422
1465,233,3.0,3.293151
1465,519,1.5,3.4880922
1465,1257,3.0,3.3918812
1465,1486,4.0,4.0273614
1466,2127,5.0,4.836144
1467,399,5.0,4.846678
1467,1032,4.0,4.9164534
1470,296,4.0,3.545547
1470,1618,1.5,3.3815603
1471,23,2.0,3.7723722
1475,560,3.0,3.7705958
1477,136,3.0,3.822029
1478,539,1.0,3.851556
1478,726,2.0,3.7223544
1478,2257,3.5,3.8914366
1479,368,3.0,4.1085887
1479,973,2.5,4.234392
1480,2703,4.0,4.301567
1481,1064,4.0,4.103503
1481,2109,5.0,3.53911
1483,649,2.0,3.4694881
1486,715,3.0,3.4648824
1486,1638,5.0,3.3174074
1491,2895,4.0,3.6133456
1492,99,4.0,3.7380695
1492,673,3.5,3.666382
1492,1767,4.5,4.296216
1492,2172,4.0,4.1157207
1495,327,1.5,3.4225056
1495,396,3.0,3.7330317
1495,422,3.0,3.4793897
1495,532,2.0,4.256295
1495,998,4.0,4.4222937
1495,2003,2.5,4.236059
1497,746,3.0,3.597101
1500,1481,3.0,3.123497
1501,147,5.0,2.8639317
1503,1546,5.0,4.229366
1503,2435,3.0,4.39722
1504,536,3.0,4.607746
1504,1392,3.0,4.6945305
1504,2207,4.5,3.8122735
1512,65,4.5,3.7916427
1512,93,4.0,3.5633543
1512,109,3.5,4.390736
1512,197,3.0,4.2298017
1512,376,4.0,3.9158378
1512,428,2.5,2.6950097
1512,502,4.0,2.9104385
1512,698,3.0,3.2649407
1513,164,4.0,3.2273462
1514,1265,4.0,4.7225533
1515,1180,3.5,4.8261814
1516,114,0.5,4.523693
1516,420,3.5,3.5624056
1519,110,5.0,3.5697877
1521,581,0.5,3.6368122
1522,278,4.5,3.6324723
1522,697,5.0,3.7703142
1522,1134,5.0,3.764196
1522,1421,4.0,3.6329398
1524,49,3.5,2.9680614
1527,548,5.0,4.131717
1527,1973,5.0,3.758915
1527,2887,5.0,3.3253446
1529,148,4.0,3.424533
1531,424,5.0,4.084567
1533,191,4.0,3.4061697
1533,277,3.5,3.8409474
1533,505,4.0,3.647119
1533,538,5.0,3.3422391
1533,711,4.0,3.361029
1533,1260,3.0,3.3858688
1533,2438,3.5,3.6070228
1538,896,5.0,3.9814556
1541,1398,5.0,3.5361557
1542,671,4.0,2.9003212
1545,175,4.5,2.9177966
1548,654,3.5,2.9945467
1550,116,2.0,4.184523
1551,235,3.5,4.06593
1551,1948,4.5,4.786047
1554,1192,3.0,4.686983
1554,1717,2.5,4.791351
1554,2071,2.0,3.640244
1563,339,5.0,3.5845318
1563,513,5.0,4.6184673
1563,674,5.0,4.8345838
1563,824,5.0,3.4415946
1563,974,3.0,3.3032665
1563,1217,5.0,3.6750255
1563,1489,5.0,3.9806933
1566,264,3.5,3.6948457
1566,501,4.0,4.494678
1566,1001,3.5,3.7178197
1566,1179,2.0,4.093181
1569,1462,4.0,3.0050707
1571,333,5.0,2.943222
1572,183,4.0,3.1576293
1575,101,4.0,3.2018309
1575,1879,4.0,2.91018
1576,1428,3.5,2.7365918
1577,1153,5.0,3.297039
1577,1202,3.5,2.8543425
1578,203,3.5,2.8094528
1579,467,4.5,2.6301694
1580,28,1.5,3.2545168
1580,956,3.5,2.8075893
1580,1057,1.5,2.9563823
1580,1486,2.5,3.177632
1582,176,4.0,3.0853267
1584,456,3.5,4.5335197
1588,1370,4.5,3.819265
1588,1794,5.0,4.001622
1593,1794,2.0,3.9466014
1594,939,3.0,3.8734272
1595,1970,4.0,3.4256935
1599,290,5.0,3.323546
1599,2207,4.0,4.2546163
1601,2510,3.5,3.6910968
1602,63,5.0,4.2187605
1602,544,5.0,2.7541964
1604,1913,4.0,2.6822195
1608,1745,4.0,2.6751654
1611,903,5.0,3.3727593
1618,1993,3.0,3.3611279
1618,2142,4.0,3.3576388
1625,101,4.0,3.2443328
1625,106,5.0,3.355028
1625,601,5.0,3.9083552
1625,1091,3.0,3.8858266
1625,1860,5.0,3.8017945
1625,1954,5.0,4.0414605
1625,2547,4.0,4.3869867
1626,277,3.5,3.9808526
1626,543,4.0,3.0187523
1628,371,4.0,3.9955368
1628,1393,4.5,3.0120714
1628,1680,3.0,3.252016
1629,740,4.5,2.8968823
1629,1039,4.0,3.5033526
1629,1681,4.0,4.097568
1641,571,4.5,3.7104754
1641,1018,4.0,3.5925822
1643,913,1.0,3.7524803
1644,176,4.0,3.7439413
1650,876,4.0,3.4590478
1651,44,5.0,2.8324811
1651,446,4.5,3.4275053
1654,358,4.5,3.5947046
1654,841,4.5,2.927751
1654,2410,3.5,3.6032166
1655,508,3.0,3.7454772
1656,406,3.5,3.6965516
1656,497,3.5,2.3217242
1656,648,4.5,3.0734386
1656,760,4.0,3.791264
1656,807,3.5,4.210305
1656,824,4.0,4.137701
1656,1102,4.0,4.152405
1656,1920,5.0,4.35641
1656,2797,4.0,4.2747707
1656,2939,4.0,3.246256
1657,558,4.5,3.290531
1657,841,4.5,4.6569557
1660,737,4.5,3.3212533
1660,1447,4.5,3.4178834
1660,2839,4.5,3.5390093
1665,124,3.0,3.7468905
1666,709,3.0,3.5785227
1671,706,3.0,3.4385023
1671,707,4.0,3.6163547
1671,851,5.0,4.6685743
1671,1009,3.5,4.640959
1671,2026,4.0,4.59097
1673,501,5.0,2.9613676
1675,55,4.0,3.0041611
1677,256,3.5,2.8978684
1677,612,3.0,3.3438382
1678,526,4.5,3.2510672
1683,1485,5.0,3.4361987
1687,16,4.0,4.0494947
1687,512,3.5,4.612914
1687,687,3.0,4.7241354
1687,985,4.0,4.758026
1688,471,4.0,4.7679687
1688,605,5.0,4.754398
1690,1097,4.0,4.5620484
1690,1207,3.5,3.9351892
1690,1973,4.0,4.1194725
1690,2966,3.5,3.9372694
1691,0,5.0,3.1038084
1691,26,5.0,3.3104253
1691,461,5.0,2.912933
1692,71,4.0,4.186904
1692,78,3.5,4.0487585
1692,216,1.5,3.3799763
1692,277,3.5,3.4048007
1692,422,2.5,3.4272213
1692,521,3.0,3.566095
1692,576,4.0,3.129806
1692,832,2.0,3.663303
1692,1010,1.0,3.6395946
1692,1191,1.5,3.5547345
1692,1347,1.0,3.4542844
1692,1440,1.5,3.427395
1692,1506,4.0,4.469834
1692,1617,3.5,4.600891
1692,1811,3.0,3.9580936
1692,1902,3.5,4.2264614
1692,1955,3.0,4.255364
1692,1993,4.0,4.2786145
1692,2228,1.0,3.2593732
1692,2590,1.5,3.2876153
1696,32,4.5,3.9046881
1696,114,3.5,4.2772303
1696,215,3.0,4.248904
1696,736,3.5,3.973704
1696,770,4.5,4.0294933
1696,1126,3.5,3.9045577
1696,1649,4.0,4.1323614
1696,1776,4.0,3.5832405
1696,2166,2.5,4.716188
1697,1364,5.0,4.6901565
1698,27,4.0,4.46562
1699,2442,5.0,3.3149352
1699,2830,5.0,3.3717744
1700,798,2.0,3.3826447
1702,1193,4.0,3.1170537
1707,697,3.5,3.0219579
1708,1076,3.5,2.9429297
1709,364,5.0,3.1412768
1712,144,4.5,2.9015598
1712,148,5.0,4.0177364
1712,241,4.5,3.88205
1712,280,4.0,3.8570476
1712,438,5.0,3.857608
1712,1553,4.5,4.0310745
1712,2518,2.0,4.041748
1712,2559,4.0,3.6822472
1712,2745,5.0,4.089837
1716,867,3.5,4.4901185
1725,0,4.0,3.9022784
1729,89,4.5,4.0223103
1735,671,2.0,4.3099527
1740,1829,2.0,3.7280796
1744,105,3.5,3.5035787
1744,168,3.0,4.4468174
1744,1057,3.0,3.5007615
1744,2398,4.0,3.6322093
1745,50,2.0,3.8246622
1745,128,5.0,3.7755067
1745,217,4.0,3.65599
1745,1137,4.0,3.426201
1745,2707,4.0,4.1113906
1746,259,5.0,3.7193685
1746,511,4.0,3.655974
1746,734,3.5,3.2760532
1746,807,4.0,3.7340236
1746,1750,3.5,3.5490549
1746,2505,4.5,3.7294004
1746,2975,5.0,3.7579365
1747,166,5.0,4.0275984
1747,2892,5.0,3.8127244
1749,41,2.5,4.0695596
1749,149,2.5,4.3072114
1750,345,2.0,4.180601
1750,736,5.0,2.3200934
1750,806,3.5,3.4782972
1753,237,5.0,3.1108642
1755,164,3.0,3.0710816
1757,258,4.0,3.2307394
1757,360,4.0,3.2076256
1757,1197,3.5,3.4337401
1757,2302,4.0,3.377143
1757,2381,3.5,3.459898
1759,463,3.5,3.482421
1762,12,5.0,3.5651944
1762,578,5.0,3.7212238
1762,1555,4.5,3.766935
1766,91,5.0,4.6059837
1766,303,4.5,3.099698
1766,432,5.0,3.2674105
1766,1485,2.5,3.2148101
1766,2149,5.0,3.2145393
1768,678,3.0,3.1504483
1768,2808,3.0,3.2896075
1769,747,4.5,3.442713
1772,2469,5.0,2.8621206
1773,1471,4.5,3.0308797
1773,1705,4.5,3.5811808
1774,157,4.0,4.020828
1774,195,3.5,3.7731745
1774,454,3.5,3.7438078
1774,823,3.0,3.969709
1776,156,5.0,3.4926784
1776,933,4.0,3.6833906
1776,2783,3.5,3.7930975
1778,1761,1.5,3.6601582
1779,746,3.0,3.814156
1779,1342,4.0,3.7152903
1779,1435,5.0,3.7025194
1779,1637,4.5,3.4237058
1779,1908,3.5,3.5977983
1791,2805,3.5,3.958347
1794,2353,3.5,4.032003
1795,48,5.0,3.4454439
1797,322,4.5,3.4530284
1797,456,4.0,4.2761946
1797,689,4.5,4.30919
1799,462,5.0,4.424233
1800,83,3.0,4.509168
1800,584,5.0,4.3137536
1800,670,5.0,4.1942854
1800,703,2.5,3.5751112
1800,844,3.5,3.8428168
1800,1185,3.5,3.9072924
1800,1195,5.0,4.009412
1805,1831,4.0,3.909846
1807,1990,3.5,3.7863789
1810,648,2.5,3.6806686
1812,104,4.0,3.992197
1813,1441,5.0,3.9808064
1813,2940,3.5,4.0471735
1815,514,1.0,3.8322818
1817,22,4.0,4.155734
1817,59,3.0,4.0298243
1817,135,5.0,2.2830083
1817,365,4.0,2.2309117
1817,881,4.0,2.200217
1817,2237,4.0,2.3230028
1817,2702,5.0,3.0040288
1817,2919,5.0,3.3020635
1818,2572,4.0,3.1385808
1824,1134,4.5,3.20818
1827,119,5.0,3.0866482
1827,217,5.0,2.9981356
1827,1340,5.0,2.9610002
1827,1703,5.0,3.1943169
1827,1836,5.0,4.1182003
1830,720,5.0,3.6951718
1833,903,4.0,4.165701
1833,1513,4.0,3.7598228
1836,1686,3.0,3.618694
1837,188,2.5,3.3512354
1838,481,3.5,4.7520733
1838,1164,3.5,4.370921
1842,169,5.0,3.5697448
1842,575,3.5,3.3215666
1850,518,4.5,4.5311184
1851,60,3.0,4.5294576
1851,194,3.5,3.2223854
1851,1132,3.0,3.6603844
1851,1666,3.5,4.93813
1851,1874,3.0,4.859145
1851,1950,3.0,3.8895364
1851,2741,3.0,4.614402
1856,302,4.0,3.1780727
1857,792,5.0,3.2395782
1857,861,3.0,3.1233175
1857,1330,4.5,3.8730986
1857,2218,3.5,3.8720858
1857,2422,5.0,3.9055362
1868,317,4.5,4.108862
1868,380,3.0,4.158259
1868,499,4.0,4.0055904
1870,399,3.0,3.2903752
1873,188,4.0,3.691668
1873,1089,5.0,3.6890678
1877,90,5.0,3.9214382
1877,1378,2.0,3.5922089
1880,320,1.5,3.297257
1880,2296,4.0,3.0942283
1881,1846,3.5,3.1399941
1885,919,4.0,3.1531081
1887,132,3.5,3.1734486
1888,554,1.5,3.0999722
1888,1546,4.0,3.9169974
1890,294,5.0,3.7299423
1890,1089,5.0,2.842409
1894,2352,5.0,2.5560205
1895,558,5.0,2.860302
1895,1783,4.5,3.2331705
1900,1643,5.0,3.9066725
1902,803,2.0,4.051265
1905,188,1.5,3.9056525
1905,704,3.5,3.064942
1905,801,4.0,3.012212
1905,1149,3.5,3.277595
1905,2314,4.0,2.2807162
1910,593,3.5,1.8551285
1911,0,5.0,2.0806706
1911,1094,4.5,2.1977046
1915,1198,1.0,3.0301466
1916,498,3.5,3.321659
1917,468,4.0,3.2367525
1917,842,3.0,3.8687577
1917,1441,4.0,3.255892
1920,181,3.5,3.2340853
1920,493,3.0,4.046943
1920,2356,4.0,3.8697863
1920,2685,2.5,3.6126497
1921,104,3.0,3.4763489
1922,781,4.0,3.6753416
1922,910,5.0,3.4841037
1922,1773,5.0,3.575921
1922,1887,5.0,3.123968
1923,348,3.0,4.4030066
1923,1489,4.0,4.6181517
1923,1912,3.0,3.6077409
1926,2704,4.5,3.8301578
1927,2249,3.5,3.9248881
1927,2857,2.5,3.049811
1928,2175,4.5,3.3240526
1930,39,3.5,3.8251505
1930,40,3.5,3.9537055
1930,943,4.0,3.5346692
1930,1237,4.0,3.3373592
1930,1354,4.5,3.49372
1930,1550,3.5,4.5169277
1937,1375,5.0,4.4996896
1949,676,5.0,4.4944935
1949,1379,5.0,3.6848807
1951,41,4.5,4.5847487
1951,1112,4.5,4.740165
1951,1280,3.0,4.8411455
1952,742,4.5,4.7983565
1952,2579,2.5,4.6138706
1954,468,2.0,4.8030224
1954,534,3.5,3.2887309
1954,1475,3.5,4.0845394
1954,2174,3.5,3.988123
1961,183,5.0,4.3417606
1961,298,1.5,3.2398705
1961,1638,1.0,3.8716354
1961,2818,2.0,3.949519
1963,412,5.0,3.7831163
1967,227,4.5,3.7563772
1969,671,4.0,3.9914474
1970,112,3.0,4.325581
1973,1498,3.0,4.1267157
1973,1950,3.0,3.319093
1985,181,4.5,3.239717
1985,829,5.0,3.3190565
1986,807,2.0,3.0349302
1986,1593,5.0,3.2228127
1987,771,4.0,4.018677
1988,963,5.0,4.229954
1989,2071,4.0,4.11449
1991,6,5.0,4.4900007
1992,2934,5.0,4.4446783
1993,41,4.0,3.8931785
1993,499,5.0,3.9300866
1995,2242,3.5,3.9354615
1996,91,2.5,2.3710256
1996,304,3.5,1.2584299
1996,330,3.0,1.4571711
1996,623,3.0,3.6806307
1996,693,3.0,4.043683
1996,1246,0.5,3.5545917
1996,2106,4.0,3.9978704
1996,2263,3.5,3.6423497
1996,2380,3.5,3.93924
1996,2650,2.5,3.3770444
1997,254,5.0,3.3937685
1998,1760,4.5,3.6411953
1998,2982,5.0,3.6659024
1999,881,5.0,3.967043
2002,731,2.5,3.861971
2004,285,5.0,3.8617675
2004,333,5.0,3.4705768
2004,669,5.0,3.1227117
